"Id","price"
1,640000.183239158
2,640001.371440936
3,640000.233148773
4,639998.987699199
5,639999.774436602
6,639999.585349031
7,639999.78074234
8,640001.077985165
9,640000.593862144
10,639999.633056618
11,639998.792177523
12,640000.059255794
13,639999.283803459
14,639999.415041356
15,640002.161601709
16,639999.684973511
17,639998.783794762
18,640000.9740457
19,640000.259964501
20,639999.901231225
21,639999.25194527
22,639999.795938727
23,640000.299180063
24,640003.643497258
25,640001.119539878
26,639999.426649717
27,640001.968096827
28,639998.153255183
29,640001.023130944
30,639999.112445957
31,640000.017602649
32,639998.537512251
33,639999.703759687
34,640002.019894547
35,639999.021860856
36,640000.640320356
37,640001.280114203
38,640000.622887784
39,640000.322032368
40,640000.566341496
41,640001.704431596
42,639999.884548583
43,639998.545595518
44,640000.601408875
45,640000.36335081
46,640000.748507791
47,639999.334750913
48,639999.245050121
49,639999.63464271
50,639999.699350924
51,639998.76100413
52,639999.620125127
53,639997.372169086
54,640001.008508663
55,640000.274105466
56,640001.686355124
57,639999.48359198
58,640000.327733909
59,639999.513776423
60,640000.767760033
61,640000.99343726
62,639998.484958438
63,639999.187534347
64,639999.612396435
65,639999.721942325
66,640000.97932248
67,639999.932020977
68,639999.182137505
69,639997.993472927
70,640000.950123957
71,640000.947830758
72,639999.472881784
73,639999.859839403
74,640000.834152291
75,639999.11343027
76,639999.143798192
77,639999.996741956
78,640001.168580302
79,640000.300047508
80,640000.928149055
81,639998.742220695
82,639999.956637544
83,640002.060241369
84,640000.795974911
85,640001.71283547
86,640000.416775695
87,639998.33655757
88,640000.008773527
89,639998.312496864
90,639999.863389346
91,639998.491432808
92,639999.365277466
93,639997.663758693
94,640000.611160495
95,640000.739477432
96,640000.613746742
97,639998.987110679
98,639999.625492786
99,639999.55870137
100,640000.671854155
101,639999.316535065
102,639999.369884275
103,640000.548380562
104,640000.174070922
105,640000.00267035
106,639999.372785622
107,639997.137570985
108,640000.112278839
109,640001.524157951
110,640000.093577961
111,640000.436919608
112,639999.540578709
113,639999.852695199
114,640000.267160697
115,640000.163728485
116,639998.475218091
117,639999.472152961
118,640000.67009182
119,640001.5506683
120,640000.21162904
121,639999.10444993
122,639999.094446948
123,639999.195605367
124,640000.233038446
125,640000.692956455
126,640001.464663096
127,640001.833411783
128,639999.445411327
129,640001.648910197
130,640000.412679005
131,639999.71989797
132,640000.640546862
133,640001.346807098
134,639999.635232241
135,639999.378468656
136,639999.842034156
137,640000.3744948
138,639999.297801052
139,639999.911342686
140,640000.10418528
141,639998.6482631
142,639999.337320944
143,640000.929230804
144,639999.664084283
145,640000.227809548
146,640000.138002451
147,639997.919314817
148,640000.784832221
149,640001.285748612
150,640001.239034775
151,639999.251846947
152,640001.273394782
153,640001.059450312
154,640000.017356112
155,640001.042812623
156,640000.99239878
157,640000.380166562
158,639997.858998313
159,639997.757959745
160,640000.029802357
161,640000.509608037
162,639999.452991783
163,640000.588617247
164,640000.62931619
165,640000.027914926
166,640001.336388867
167,639999.582278249
168,639998.319667053
169,639999.721949202
170,639999.795940241
171,640000.348938093
172,639997.915058924
173,639999.728524559
174,639999.787141778
175,639999.906078725
176,639999.551811962
177,639999.434975971
178,640000.421276845
179,639999.90513378
180,639998.982953427
181,639999.542198924
182,639999.519954696
183,639999.443182928
184,640000.390048033
185,640000.484052456
186,640000.689066536
187,640000.829660757
188,639998.783304094
189,640001.868218852
190,639997.801055273
191,640000.785499136
192,640000.016898767
193,640000.202167096
194,639999.817309899
195,640000.154468439
196,639999.436311719
197,639998.586455637
198,639999.822920063
199,640001.116466212
200,639998.834056085
201,639999.188042162
202,639998.803627583
203,640000.83880288
204,640002.259776908
205,640000.007565182
206,639999.618841627
207,640000.027846919
208,639999.715777708
209,639999.928948701
210,640000.798772168
211,640000.120455071
212,639998.372008831
213,639999.663384191
214,639999.631328101
215,640000.448916174
216,639997.494996707
217,640001.806757035
218,640000.381481724
219,639999.729807237
220,639999.479856865
221,640001.42134883
222,640000.845778047
223,640000.480131573
224,639998.955270544
225,639999.771733648
226,640000.142078071
227,639999.039067772
228,640001.052670792
229,640000.763858997
230,639999.058648911
231,640000.556297938
232,640001.007085296
233,640001.243058325
234,640000.689554696
235,640000.135660962
236,639999.566020831
237,639999.98149871
238,639998.298168246
239,639999.658410334
240,640000.453344107
241,640000.159731503
242,639999.926683884
243,640001.424172536
244,639999.083363416
245,639997.975600689
246,640001.695503092
247,640002.158816021
248,640000.830407844
249,639999.539079791
250,639998.645150024
251,640000.437916554
252,640000.905477131
253,640000.190092051
254,640000.345724221
255,639999.999654589
256,640000.786542186
257,640001.340738634
258,640000.040035573
259,640001.283769471
260,639998.256802676
261,639999.002736796
262,639999.778568343
263,640000.02160451
264,639999.840053043
265,640001.794470904
266,640001.40010134
267,640000.476004986
268,639999.596784503
269,640000.595919973
270,639998.8371595
271,639998.603064469
272,640001.11849122
273,640000.038295815
274,640000.285153115
275,639998.403579357
276,640001.169033378
277,639999.892428909
278,640002.172817095
279,640000.015444935
280,639998.849867124
281,639999.001695121
282,639999.007244054
283,639999.416591107
284,640001.512568812
285,640000.053356102
286,639999.075484594
287,640001.040027849
288,639999.801595922
289,640000.78617907
290,640000.216314809
291,639999.117740263
292,639999.969396541
293,640000.117313774
294,639999.137017348
295,639999.1105065
296,640000.320014809
297,639999.976563869
298,640002.324678948
299,640000.34189613
300,639999.654456918
301,640002.229344985
302,639996.80006428
303,639998.090532811
304,639999.762787864
305,640001.164246601
306,639998.767760976
307,639999.988288848
308,639998.955198176
309,640001.291771079
310,639999.731507635
311,640001.327418628
312,639999.924142085
313,640000.022491744
314,640000.708542502
315,639999.62544632
316,640000.285665952
317,640000.212580852
318,640000.80914092
319,639999.580715917
320,640002.342247979
321,640000.364807895
322,639998.965609343
323,640001.196775381
324,640000.958054604
325,639999.237715399
326,640000.248341995
327,639998.260394934
328,639999.133278089
329,639999.390616813
330,639997.380177283
331,639998.243684647
332,639998.892613794
333,640000.450273877
334,639997.818734919
335,640001.284511495
336,640000.643733619
337,640000.0800281
338,640000.262339836
339,639999.853840522
340,640001.525866442
341,640000.04127317
342,639999.264948232
343,639998.270175756
344,639999.06831978
345,640000.586705865
346,640000.120353734
347,639999.297275382
348,640001.919282149
349,639999.544152847
350,639999.557031378
351,639999.795189008
352,640002.378237214
353,640000.550251979
354,640000.650237728
355,639999.940671363
356,639999.127764614
357,640001.257804446
358,640001.187398419
359,640001.143579419
360,639999.95523947
361,640000.94220557
362,640001.128254029
363,640001.237446996
364,639998.019074208
365,640000.262510868
366,639999.64770203
367,640001.944282725
368,640001.127617551
369,639999.328451578
370,639999.485031313
371,640000.347075156
372,639999.432796662
373,640001.201098987
374,640002.160668042
375,639998.927905938
376,639999.548026734
377,639998.825872521
378,639998.788234971
379,639999.341006998
380,640000.436181511
381,640000.788186692
382,640000.861132254
383,639998.640540515
384,640000.364170951
385,640000.804582673
386,640000.038057087
387,639999.990916549
388,639999.467112182
389,639999.059719987
390,639999.735465553
391,639999.02514996
392,640000.871939329
393,639999.920801989
394,639999.128710415
395,640002.00430677
396,639999.133005856
397,639999.421510401
398,640001.173250824
399,640001.600342093
400,639998.804718123
401,639998.647571803
402,639998.986283884
403,640000.55243017
404,640002.078827482
405,640000.436310928
406,640000.842625273
407,639999.52150646
408,639999.732499836
409,639999.635408264
410,639999.619700256
411,639999.526841415
412,639999.477540986
413,639999.376545549
414,639999.780432732
415,640000.527451635
416,639999.064667844
417,640000.188894254
418,640001.657791096
419,639998.88472507
420,639999.885060881
421,640001.487240412
422,639999.740550929
423,640000.004524572
424,640000.651905752
425,640000.840472207
426,639999.994933777
427,640000.187697071
428,639998.785200643
429,639999.000146422
430,639998.853195036
431,640000.279256175
432,640000.266157812
433,639999.621623907
434,639999.831190617
435,640000.300426587
436,640000.584231995
437,639998.558238844
438,639999.97894163
439,640000.771601916
440,639999.295123556
441,639999.469926946
442,639997.956115671
443,640000.625917784
444,639999.536324076
445,640000.137969372
446,640002.021602716
447,639997.905299585
448,640000.644113806
449,639999.849163988
450,639998.905882941
451,639999.675394386
452,639999.585144009
453,640004.041179381
454,639998.113186577
455,639999.734637068
456,640000.303220974
457,640000.78090981
458,639999.573537212
459,640000.284731571
460,639998.520224948
461,639998.71283098
462,640001.857038518
463,639999.911553885
464,640000.281684504
465,639998.648527618
466,640002.38133199
467,640000.114413804
468,640000.670558005
469,639999.612556881
470,639999.806292217
471,640000.623910443
472,639999.251661218
473,640000.589190893
474,640000.556281853
475,640000.213020908
476,639999.329840633
477,640000.566713749
478,640000.360155757
479,640001.542844341
480,639999.706292838
481,640001.416675108
482,639999.968105215
483,640000.154683839
484,639999.829041936
485,640001.337033781
486,639999.090401698
487,639999.469436115
488,639998.369996068
489,640000.046622856
490,640000.28533659
491,640001.056483116
492,639999.670215621
493,640000.675803839
494,639997.819447345
495,640000.779872168
496,639997.145662611
497,640000.288934588
498,639999.856143215
499,639999.495277676
500,640001.307662228
501,640000.276429068
502,639998.104599141
503,640000.094762465
504,639998.812466496
505,640000.162368921
506,640000.871711979
507,639999.969097567
508,640000.800650764
509,640000.07829757
510,639999.863161065
511,640000.145418025
512,640000.635952935
513,639999.982479325
514,640000.847848923
515,640000.335404177
516,640000.165434618
517,639997.129171332
518,639999.338372749
519,639998.997130904
520,639999.632576008
521,639999.788444428
522,640001.35356001
523,639998.598668478
524,640000.042685482
525,639998.92675636
526,640000.42927785
527,640002.01931668
528,640000.094972606
529,640000.830726968
530,640000.158320491
531,640002.651733119
532,640000.596923335
533,640001.40851916
534,639999.076199978
535,639999.881562804
536,640000.057588603
537,640001.127458513
538,639999.095745479
539,640000.198388568
540,639999.260171095
541,639999.906503435
542,640001.621268031
543,640000.002338315
544,640000.029076449
545,639998.437338178
546,640000.898834702
547,640000.096080336
548,639999.534715911
549,640001.23312295
550,640000.041926439
551,639999.144601455
552,639999.984179713
553,639999.737920057
554,640000.371299694
555,640000.215446703
556,639998.812144377
557,640001.044752973
558,640000.051316409
559,639999.255648931
560,640000.492156645
561,639999.379414261
562,639999.718989802
563,640000.781187685
564,640001.247929113
565,639998.463217942
566,640000.506094158
567,639999.453476371
568,639998.538323396
569,639999.682592405
570,639998.433308334
571,640000.316933628
572,639999.432146639
573,640001.417619309
574,640000.059976422
575,640001.715143369
576,640000.796678725
577,640000.915101178
578,640002.166865649
579,639999.2389805
580,640000.86125658
581,639999.838384617
582,639998.871730435
583,639998.404347312
584,640001.055669831
585,640000.271037657
586,640000.352061457
587,640000.557379
588,640001.541421759
589,639998.954817056
590,640000.353676719
591,640000.992921416
592,639999.046790499
593,640000.54750405
594,639999.681226015
595,639999.737525705
596,640000.315136602
597,639998.453761168
598,640000.803061195
599,639999.621451948
600,640000.484919079
601,639999.299601342
602,639999.571694725
603,639999.772422761
604,639997.582218925
605,639999.18416644
606,639998.249549856
607,639998.307760733
608,640000.450936671
609,640001.232987093
610,640001.147929116
611,639999.00155965
612,640001.369116041
613,640000.560122067
614,640000.300789005
615,639999.223087758
616,639999.635221829
617,640000.752354615
618,640001.707711513
619,639998.589250854
620,640001.430103586
621,640000.490978714
622,639999.225264266
623,640000.551981753
624,640000.016975844
625,639998.900698854
626,640000.860716571
627,640002.172198019
628,639999.355481048
629,639999.986265571
630,639998.442804055
631,640001.626768327
632,640001.14057266
633,639999.71233892
634,640000.949376532
635,639999.54586556
636,640000.703857455
637,639999.584538165
638,640000.12429774
639,639999.076210638
640,639999.121006072
641,640001.14425639
642,640000.406801688
643,639999.025489879
644,639998.441888014
645,640000.930920666
646,639999.080979042
647,640000.819071275
648,640001.184351204
649,640000.171535796
650,639999.86035718
651,639999.055434676
652,639998.747935666
653,640001.206268067
654,639998.080411233
655,639999.528347065
656,639998.001521959
657,640000.586634339
658,639999.025620614
659,639999.386592073
660,640000.619454873
661,639999.597984387
662,639999.705103026
663,640001.274316307
664,640000.264756852
665,640000.338809788
666,639998.68007298
667,640000.302684994
668,640000.376274093
669,640000.99102434
670,640000.663320712
671,639998.801850074
672,640001.239166184
673,640000.359767116
674,640000.610746963
675,640001.069284701
676,639999.647101421
677,639999.46787725
678,639998.848072484
679,640001.268535358
680,640000.311809946
681,640000.407324877
682,640001.661103778
683,640000.134882809
684,640000.665266471
685,639998.830634609
686,639999.549310064
687,640000.472085282
688,640000.995712925
689,639999.974933123
690,640000.044620549
691,639997.670584455
692,640000.109409826
693,639998.697747526
694,639998.303834481
695,640000.813362317
696,639999.516930335
697,640000.466452247
698,640000.038588892
699,640001.533244241
700,639998.450308225
701,639999.119456666
702,640000.121521487
703,639998.334878301
704,640001.341381821
705,640000.458685478
706,639999.725948073
707,639999.299005298
708,640000.64311287
709,639999.732362322
710,640000.275812186
711,640000.163676298
712,640000.653796969
713,640001.167085207
714,640000.126534696
715,639999.470527779
716,639998.449536972
717,640000.232529344
718,639998.796906539
719,639999.198791548
720,640000.861417562
721,640000.829555925
722,639999.307106653
723,640000.91035408
724,639999.331343458
725,640001.342432715
726,639999.067875781
727,639999.105078837
728,640000.839793366
729,640001.053544807
730,639998.670123782
731,640001.06571098
732,640001.274774239
733,639999.313807925
734,640000.360093701
735,639998.175955591
736,640000.482919037
737,640000.047423797
738,640000.266576702
739,640000.102836069
740,640000.080640646
741,640001.484637425
742,640001.038038034
743,639998.633562645
744,639999.13906142
745,640001.878920933
746,639997.730448698
747,639999.060961471
748,640001.166351099
749,639999.791845667
750,639999.805375147
751,639999.863347038
752,640000.252983834
753,640000.404600622
754,640001.998372376
755,640000.342386782
756,640000.260940577
757,639997.830869231
758,640000.934228901
759,640000.128834058
760,640000.6636616
761,640001.831075008
762,640001.260971338
763,640000.574913104
764,640000.45744232
765,639999.487023173
766,640000.34454424
767,640000.151464832
768,640000.883543839
769,640000.634197016
770,639999.935607913
771,639999.0836313
772,639999.700497978
773,639999.182824304
774,639997.767486922
775,640000.981193853
776,639999.554219069
777,640000.292924057
778,639999.62449696
779,640000.688292608
780,639999.811767102
781,639998.48019662
782,639999.665072089
783,639999.800030129
784,639999.970742691
785,639999.322509206
786,640000.521576682
787,639999.559992766
788,640000.762521971
789,639998.925951157
790,639999.029845017
791,639999.768332262
792,639999.304906738
793,639998.631641071
794,639998.847344428
795,640001.620607557
796,640000.80299518
797,639999.935645547
798,640001.181024856
799,640000.461125232
800,639999.120423455
801,639999.029390251
802,640002.115889228
803,639999.856786739
804,639999.922339706
805,639999.9686817
806,640001.211484806
807,640000.358581468
808,639999.072407853
809,640002.460097223
810,639999.498907309
811,640000.654302477
812,639998.694407699
813,640001.599653616
814,639998.648505548
815,640000.461740706
816,640001.850254108
817,639999.654278916
818,640000.14267368
819,640000.042177261
820,639999.209616337
821,639998.913359387
822,640000.062302757
823,639999.825518857
824,640000.430669812
825,639997.719617807
826,639998.9290528
827,640002.164005695
828,640001.516127432
829,639998.734481268
830,639999.666851783
831,639998.953658376
832,639998.921345437
833,639999.722355883
834,639999.787311532
835,640001.947384776
836,639999.564607934
837,640000.768279143
838,639999.528911291
839,639999.446574857
840,640000.030889825
841,640000.986253935
842,639999.090299531
843,639999.368962257
844,640000.936728071
845,639999.802347375
846,639998.798352118
847,640000.479666308
848,640000.407402669
849,640000.680420941
850,640000.880605999
851,640000.332631766
852,640000.012497218
853,639999.185721191
854,639999.607723746
855,640000.86232521
856,639999.684642454
857,639997.981395612
858,640000.730629325
859,639999.135283351
860,639999.441218872
861,640000.023583074
862,639998.236029807
863,640000.488738926
864,639999.152953402
865,639999.554003322
866,640000.154356893
867,640000.937944418
868,639998.828057011
869,639999.806222737
